XCoord;YCoord;OBJECTID;SCAT_CLASS_EN;SCAT_CLASS_FR;PROVINCEEXTENT;SHAPE_LENGTH;CREATEDBY
-14482736.53;7037290.011;12197;Boulder Beach or Bank;Plage ou berge de blocs;BC;343.250057;ECCC
-14482616.85;7036931.265;12198;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1116.760289;ECCC
-14482088.84;7036376.139;12199;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1351.79074;ECCC
-14482517.52;7035730.467;12200;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;565.727535;ECCC
-14481982.94;7035754.488;12201;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1112.304366;ECCC
-14482328.35;7035429.169;12202;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;526.175186;ECCC
-14482253.73;7033980.081;12203;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1529.543805;ECCC
-14482422.66;7034843.217;12204;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1395.794889;ECCC
-14482399.17;7033357.617;12205;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;1412.92047;ECCC
-14482208.98;7032908.189;12206;Bedrock Cliff/Vertical;Falaise rocheuse;BC;433.196928;ECCC
-14481974.4;7033048.876;12207;Boulder Beach or Bank;Plage ou berge de blocs;BC;1212.717517;ECCC
-14482039.11;7032213.573;12208;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;290.882142;ECCC
-14481728.6;7032295.893;12209;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1261.794612;ECCC
-14481061.18;7032217.648;12210;Boulder Beach or Bank;Plage ou berge de blocs;BC;1021.609739;ECCC
-14480736.14;7032067.358;12211;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;679.68501;ECCC
-14480990.77;7031704.332;12212;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1040.591345;ECCC
-14480468;7031450.046;12213;Boulder Beach or Bank;Plage ou berge de blocs;BC;2313.774163;ECCC
-14480388.78;7030773.57;12214;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1157.886739;ECCC
-14479913.89;7030351.713;12215;Bedrock Cliff/Vertical;Falaise rocheuse;BC;2660.709507;ECCC
-14479362.05;7030239.037;12216;Boulder Beach or Bank;Plage ou berge de blocs;BC;274.150246;ECCC
-14479235.61;7030455.289;12217;Bedrock Cliff/Vertical;Falaise rocheuse;BC;296.385859;ECCC
-14479351.94;7031769.927;12218;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;2909.280071;ECCC
-14478819.83;7032455.184;12219;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;1774.976733;ECCC
-14478499.91;7032227.35;12220;Bedrock Cliff/Vertical;Falaise rocheuse;BC;549.029086;ECCC
-14477934.19;7032119.456;12221;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;498.125786;ECCC
-14478539.83;7031585.07;12222;Bedrock Cliff/Vertical;Falaise rocheuse;BC;2223.259382;ECCC
-14478377.83;7031218.463;12223;Boulder Beach or Bank;Plage ou berge de blocs;BC;544.59566;ECCC
-14514501.49;7079609.923;12224;Boulder Beach or Bank;Plage ou berge de blocs;BC;1619.01936;ECCC
-14514045.55;7080277.991;12225;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;257.017864;ECCC
-14514187.37;7080499.273;12226;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;343.810472;ECCC
-14514189.74;7080791.046;12227;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;409.053993;ECCC
-14514208.76;7081036.089;12228;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;253.781435;ECCC
-14514129.34;7081375.113;12229;Boulder Beach or Bank;Plage ou berge de blocs;BC;860.378176;ECCC
-14513712.48;7081530.94;12230;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;823.203405;ECCC
-14513345;7080926.321;12231;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;1574.932404;ECCC
-14513208.27;7080555.396;12232;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;411.739752;ECCC
-14513506.89;7080717.795;12233;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;974.266147;ECCC
-14513235.56;7080226.712;12234;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;820.841157;ECCC
-14513062.08;7080304.933;12235;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;444.140613;ECCC
-14512569.95;7080263.362;12236;Pebble/Cobble Beach or Bank;Plage ou berge de cailloux/galet;BC;1236.924739;ECCC
-14512151.25;7080122.145;12237;Boulder Beach or Bank;Plage ou berge de blocs;BC;1088.469089;ECCC
-14512508.46;7079291.729;12238;Marsh;Marais;BC;820.294996;ECCC
-14512753.14;7078951.848;12239;Pebble/Cobble Beach or Bank;Plage ou berge de cailloux/galet;BC;747.167056;ECCC
-14512445.01;7079500.656;12240;Boulder Beach or Bank;Plage ou berge de blocs;BC;371.716371;ECCC
-14512350.85;7078729.013;12241;Marsh;Marais;BC;769.837053;ECCC
-14512056.12;7078541.65;12242;Boulder Beach or Bank;Plage ou berge de blocs;BC;448.280079;ECCC
-14511949.51;7079634.607;12243;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;584.005269;ECCC
-14511553.63;7078323.117;12244;Boulder Beach or Bank;Plage ou berge de blocs;BC;1102.533002;ECCC
-14511241.47;7078100.718;12245;Boulder Beach or Bank;Plage ou berge de blocs;BC;370.691425;ECCC
-14511179.51;7078331.351;12246;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;919.249215;ECCC
-14510575.93;7078252.843;12247;Boulder Beach or Bank;Plage ou berge de blocs;BC;1055.139464;ECCC
-14509795.62;7078437.935;12248;Boulder Beach or Bank;Plage ou berge de blocs;BC;2364.941789;ECCC
-14509999.27;7078193.246;12249;Boulder Beach or Bank;Plage ou berge de blocs;BC;671.342598;ECCC
-14509713.37;7078016.011;12250;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;356.840096;ECCC
-14509199.68;7077921.781;12251;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;1757.421091;ECCC
-14509193.74;7077768.663;12252;Boulder Beach or Bank;Plage ou berge de blocs;BC;1220.718765;ECCC
-14509839.1;7077707.744;12253;Bedrock Cliff/Vertical;Falaise rocheuse;BC;291.912133;ECCC
-14509966.64;7077563.475;12254;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;487.238722;ECCC
-14510387.11;7077654.557;12255;Boulder Beach or Bank;Plage ou berge de blocs;BC;570.537088;ECCC
-14511070.36;7077617.034;12256;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;899.634422;ECCC
-14511661.03;7077833.365;12257;Boulder Beach or Bank;Plage ou berge de blocs;BC;475.01609;ECCC
-14513527.53;7078129.198;12258;Boulder Beach or Bank;Plage ou berge de blocs;BC;501.197757;ECCC
-14512124.7;7077929.539;12259;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;475.731482;ECCC
-14512821;7077918.015;12260;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;1129.224241;ECCC
-14513534.31;7077712.881;12261;Boulder Beach or Bank;Plage ou berge de blocs;BC;471.396778;ECCC
-14513215.25;7078101.032;12262;Boulder Beach or Bank;Plage ou berge de blocs;BC;293.893358;ECCC
-14513505.95;7077914.034;12263;Boulder Beach or Bank;Plage ou berge de blocs;BC;253.19875;ECCC
-14513682.53;7077472.956;12264;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;252.679211;ECCC
-14513837.16;7077342.578;12265;Boulder Beach or Bank;Plage ou berge de blocs;BC;257.651533;ECCC
-14514082.75;7077265.412;12266;Bedrock Cliff/Vertical;Falaise rocheuse;BC;329.104572;ECCC
-14514323.06;7077161.68;12267;Boulder Beach or Bank;Plage ou berge de blocs;BC;252.880432;ECCC
-14514664.29;7076918.718;12268;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;795.815702;ECCC
-14514892.17;7076582.493;12269;Bedrock Cliff/Vertical;Falaise rocheuse;BC;255.274921;ECCC
-14514871.27;7076419.227;12270;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;279.89956;ECCC
-14515119;7076226.097;12271;Bedrock Cliff/Vertical;Falaise rocheuse;BC;493.528294;ECCC
-14515376.53;7075725.943;12272;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;253.33648;ECCC
-14515279.23;7075898.79;12273;Boulder Beach or Bank;Plage ou berge de blocs;BC;255.362436;ECCC
-14515730.98;7075543.114;12274;Bedrock Cliff/Vertical;Falaise rocheuse;BC;725.315055;ECCC
-14516004.24;7075140.379;12275;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;380.799132;ECCC
-14516151.46;7074914.884;12276;Boulder Beach or Bank;Plage ou berge de blocs;BC;254.805354;ECCC
-14516931.19;7074917.76;12277;Boulder Beach or Bank;Plage ou berge de blocs;BC;1216.848579;ECCC
-14516464.62;7075155.165;12278;Boulder Beach or Bank;Plage ou berge de blocs;BC;883.430954;ECCC
-14516325.55;7074702.118;12279;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;436.556694;ECCC
-14516170.65;7075782.82;12280;Boulder Beach or Bank;Plage ou berge de blocs;BC;597.241493;ECCC
-14495750.7;7052567.367;12281;Bedrock Cliff/Vertical;Falaise rocheuse;BC;421.80195;ECCC
-14496171.89;7052481.225;12282;Bedrock Cliff/Vertical;Falaise rocheuse;BC;410.415856;ECCC
-14495960.11;7052440.206;12283;Boulder Beach or Bank;Plage ou berge de blocs;BC;318.892439;ECCC
-14496155.17;7051627.983;12284;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1342.030082;ECCC
-14497634.49;7052346.661;12285;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;324.592748;ECCC
-14496502.05;7051993.328;12286;Bedrock Cliff/Vertical;Falaise rocheuse;BC;537.497952;ECCC
-14497721.49;7052255.279;12287;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;552.467358;ECCC
-14497535.99;7052259.614;12288;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;629.10867;ECCC
-14497188.08;7051665.612;12289;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;324.174279;ECCC
-14497343.41;7051106.527;12290;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;590.210177;ECCC
-14497206.49;7051317.615;12291;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;416.876567;ECCC
-14497270.38;7051576.858;12292;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;327.810365;ECCC
-14496998.67;7050509.036;12293;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;368.429094;ECCC
-14497035.84;7050428.054;12294;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;319.812935;ECCC
-14497195.35;7050618.923;12295;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;623.002392;ECCC
-14496813.84;7051027.927;12296;Bedrock Cliff/Vertical;Falaise rocheuse;BC;360.97083;ECCC
-14496815;7050607.293;12297;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;253.463534;ECCC
-14496853.64;7051156.329;12298;Boulder Beach or Bank;Plage ou berge de blocs;BC;902.441811;ECCC
-14496609.55;7051051.939;12299;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1012.899723;ECCC
-14496620.91;7051506.336;12300;Boulder Beach or Bank;Plage ou berge de blocs;BC;364.931729;ECCC
-14495509.19;7052691.786;12301;Bedrock Cliff/Vertical;Falaise rocheuse;BC;435.519752;ECCC
-14496319.59;7053102.697;12302;Bedrock Cliff/Vertical;Falaise rocheuse;BC;2260.415093;ECCC
-14496582.88;7052754.296;12303;Bedrock Cliff/Vertical;Falaise rocheuse;BC;255.484919;ECCC
-14495731.5;7051943.645;12304;Bedrock Cliff/Vertical;Falaise rocheuse;BC;515.288164;ECCC
-14495373.74;7051893.127;12305;Boulder Beach or Bank;Plage ou berge de blocs;BC;271.341812;ECCC
-14495984.93;7050929.469;12306;Bedrock Cliff/Vertical;Falaise rocheuse;BC;618.189007;ECCC
-14496018.09;7050760.552;12307;Boulder Beach or Bank;Plage ou berge de blocs;BC;372.798838;ECCC
-14496156.97;7050340.094;12308;Bedrock Cliff/Vertical;Falaise rocheuse;BC;2347.14939;ECCC
-14495949.37;7049739.782;12309;Boulder Beach or Bank;Plage ou berge de blocs;BC;344.69002;ECCC
-14495348.75;7049736.643;12310;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1265.244628;ECCC
-14495245.23;7049437.511;12311;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1050.693585;ECCC
-14495565.4;7049150.502;12312;Bedrock Platform;Plate-forme rocheuse;BC;1059.600126;ECCC
-14495492.18;7049487.19;12313;Bedrock Cliff/Vertical;Falaise rocheuse;BC;605.10982;ECCC
-14494998.63;7049467.597;12314;Bedrock Cliff/Vertical;Falaise rocheuse;BC;642.453847;ECCC
-14494506.68;7048826.231;12315;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1358.51813;ECCC
-14494212.13;7048593.621;12316;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;337.844743;ECCC
-14493873.3;7048640.883;12317;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1300.483631;ECCC
-14493511.13;7048794.97;12318;Bedrock Cliff/Vertical;Falaise rocheuse;BC;408.770494;ECCC
-14493339.74;7049051.661;12319;Bedrock Cliff/Vertical;Falaise rocheuse;BC;478.903576;ECCC
-14492774.8;7048664.525;12320;Bedrock Cliff/Vertical;Falaise rocheuse;BC;868.80836;ECCC
-14493222.37;7048399.934;12321;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;256.402365;ECCC
-14493248.94;7048532.915;12322;Bedrock Cliff/Vertical;Falaise rocheuse;BC;768.111484;ECCC
-14492941.34;7048337.312;12323;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;449.502485;ECCC
-14492593.18;7048688.569;12324;Bedrock Cliff/Vertical;Falaise rocheuse;BC;387.308028;ECCC
-14492220.58;7048310.399;12325;Bedrock Cliff/Vertical;Falaise rocheuse;BC;263.355311;ECCC
-14491882.57;7048856.958;12326;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1526.258348;ECCC
-14491793.75;7048220.552;12327;Bedrock Cliff/Vertical;Falaise rocheuse;BC;252.910316;ECCC
-14491472.5;7048369.441;12328;Boulder Beach or Bank;Plage ou berge de blocs;BC;847.240207;ECCC
-14516152.61;7066644.929;12329;Bedrock Cliff/Vertical;Falaise rocheuse;BC;843.962773;ECCC
-14516229.17;7067376.973;12330;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;437.783808;ECCC
-14516207.11;7066989.068;12331;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;394.452753;ECCC
-14515822.91;7066485.324;12332;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;721.0471;ECCC
-14515196.44;7066424.481;12333;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1281.314558;ECCC
-14515414.81;7066338.142;12334;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;279.211017;ECCC
-14516225.7;7067156.063;12335;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;288.183578;ECCC
-14514821.74;7066239.587;12336;Boulder Beach or Bank;Plage ou berge de blocs;BC;481.703826;ECCC
-14514729.33;7066025.663;12337;Bedrock Cliff/Vertical;Falaise rocheuse;BC;647.762344;ECCC
-14514322.27;7065979.464;12338;Boulder Beach or Bank;Plage ou berge de blocs;BC;690.7205;ECCC
-14514497.47;7065478.683;12339;Bedrock Cliff/Vertical;Falaise rocheuse;BC;942.55661;ECCC
-14514237.04;7065363.763;12340;Boulder Beach or Bank;Plage ou berge de blocs;BC;388.822534;ECCC
-14514249.26;7065254.625;12341;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;341.131428;ECCC
-14513854.79;7065021.939;12342;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1060.065718;ECCC
-14447697.32;7013810.135;12343;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;388.324473;ECCC
-14447941.38;7012378.846;12344;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;696.722123;ECCC
-14448225.27;7012676.894;12345;Bedrock Cliff/Vertical;Falaise rocheuse;BC;354.9302;ECCC
-14448232.5;7013476.325;12346;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1216.54507;ECCC
-14448111.9;7013705.377;12347;Bedrock Platform;Plate-forme rocheuse;BC;267.809097;ECCC
-14447878.23;7014235.161;12348;Boulder Beach or Bank;Plage ou berge de blocs;BC;1546.949968;ECCC
-14447466.29;7013694.605;12349;Bedrock Platform;Plate-forme rocheuse;BC;315.830234;ECCC
-14447989.49;7013620.207;12350;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;348.400301;ECCC
-14448223.15;7013044.901;12351;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;252.911849;ECCC
-14447522.67;7013613.215;12352;Bedrock Platform;Plate-forme rocheuse;BC;389.018781;ECCC
-14458236.77;7013514.775;12353;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;453.905913;ECCC
-14484765.65;7041550.729;12354;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;1097.290271;ECCC
-14485185.05;7042527.815;12355;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;321.723757;ECCC
-14485211.18;7042566.144;12356;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;920.756168;ECCC
-14485181.89;7042931.336;12357;Bedrock Cliff/Vertical;Falaise rocheuse;BC;278.747185;ECCC
-14485271.52;7043217.501;12358;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;541.204235;ECCC
-14485387.56;7043871.985;12359;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;262.772074;ECCC
-14485545.18;7044066.255;12360;Sand Beach or Bank;Plage ou berge de sable;BC;355.016517;ECCC
-14485377.13;7044112.094;12361;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;263.630749;ECCC
-14485399.59;7044168.727;12362;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;277.336182;ECCC
-14485040.18;7044024.538;12363;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;674.635338;ECCC
-14484827;7043407.877;12364;Boulder Beach or Bank;Plage ou berge de blocs;BC;662.404567;ECCC
-14484590.1;7042937.762;12365;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;416.851085;ECCC
-14484274.24;7042809.408;12366;Boulder Beach or Bank;Plage ou berge de blocs;BC;745.544992;ECCC
-14483887.45;7042974.349;12367;Bedrock Cliff/Vertical;Falaise rocheuse;BC;694.941155;ECCC
-14484265.85;7042586.938;12368;Boulder Beach or Bank;Plage ou berge de blocs;BC;452.173722;ECCC
-14484174.25;7042428.467;12369;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;869.662652;ECCC
-14483942.86;7041817.22;12370;Bedrock Cliff/Vertical;Falaise rocheuse;BC;580.602254;ECCC
-14483194.61;7040809.023;12371;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;717.534326;ECCC
-14483585.26;7041345.437;12372;Boulder Beach or Bank;Plage ou berge de blocs;BC;663.371136;ECCC
-14531462.86;7099871.631;12373;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;367.229564;ECCC
-14531915.41;7098733.834;12374;Boulder Beach or Bank;Plage ou berge de blocs;BC;1009.033266;ECCC
-14531727.08;7098630.102;12375;Boulder Beach or Bank;Plage ou berge de blocs;BC;1064.915493;ECCC
-14531978.86;7099165.719;12376;Boulder Beach or Bank;Plage ou berge de blocs;BC;338.10228;ECCC
-14531844.63;7099309.203;12377;Boulder Beach or Bank;Plage ou berge de blocs;BC;463.206292;ECCC
-14531188.11;7099779.055;12378;Sand Beach or Bank;Plage ou berge de sable;BC;271.896788;ECCC
-14532268.06;7099485.4;12379;Bedrock Cliff/Vertical;Falaise rocheuse;BC;783.502488;ECCC
-14532807.93;7098892.879;12380;Boulder Beach or Bank;Plage ou berge de blocs;BC;1060.790175;ECCC
-14533666.68;7098196.993;12381;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;1335.457855;ECCC
-14533256.2;7098133.455;12382;Boulder Beach or Bank;Plage ou berge de blocs;BC;831.527503;ECCC
-14533430.34;7099342.631;12383;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;273.565694;ECCC
-14532785.75;7099574.133;12384;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;253.487691;ECCC
-14532643.25;7099713.559;12385;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;409.526551;ECCC
-14533794.91;7098875.536;12386;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;593.541065;ECCC
-14534161.38;7098961.546;12387;Bedrock Cliff/Vertical;Falaise rocheuse;BC;490.738923;ECCC
-14533744.47;7099007.964;12388;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;259.524063;ECCC
-14533862.5;7099022.171;12389;Boulder Beach or Bank;Plage ou berge de blocs;BC;299.246207;ECCC
-14478311.96;7097842.355;12390;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;380.571012;ECCC
-14463266.06;7088514.442;12391;Boulder Beach or Bank;Plage ou berge de blocs;BC;254.151844;ECCC
-14463294.76;7088025.787;12392;Boulder Beach or Bank;Plage ou berge de blocs;BC;254.627421;ECCC
-14459489.92;7077608.348;12393;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;314.207594;ECCC
-14461415.27;7069041.684;12394;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;260.046994;ECCC
-14446552.86;7067015.983;12395;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;1836.1062;ECCC
-14436786.75;7042148.192;12396;Boulder Beach or Bank;Plage ou berge de blocs;BC;323.423927;ECCC
-14435694.91;7040029.159;12397;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;291.445462;ECCC
-14431973.8;7031832.555;12398;Pebble/Cobble Beach or Bank;Plage ou berge de cailloux/galet;BC;282.068835;ECCC
-14411162.36;7052603.362;12399;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;756.600679;ECCC
-14472819.58;7023801.587;12400;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;337.018738;ECCC
-14520188.01;7070520.543;12401;Boulder Beach or Bank;Plage ou berge de blocs;BC;256.891297;ECCC
-14520115.79;7070671.139;12402;Bedrock Cliff/Vertical;Falaise rocheuse;BC;258.661465;ECCC
-14520052.53;7073562.003;12403;Boulder Beach or Bank;Plage ou berge de blocs;BC;835.629496;ECCC
-14519576.17;7074180.076;12404;Boulder Beach or Bank;Plage ou berge de blocs;BC;377.826688;ECCC
-14519471.21;7074048.534;12405;Bedrock Cliff/Vertical;Falaise rocheuse;BC;297.859884;ECCC
-14519297.56;7073999.726;12406;Boulder Beach or Bank;Plage ou berge de blocs;BC;331.13099;ECCC
-14519153.85;7073673.783;12407;Boulder Beach or Bank;Plage ou berge de blocs;BC;1059.407514;ECCC
-14518763.28;7074005.133;12408;Boulder Beach or Bank;Plage ou berge de blocs;BC;584.059578;ECCC
-14518748.8;7073660.553;12409;Bedrock Cliff/Vertical;Falaise rocheuse;BC;438.04333;ECCC
-14518570.39;7073677.383;12410;Boulder Beach or Bank;Plage ou berge de blocs;BC;316.368184;ECCC
-14518576.62;7073487.59;12411;Bedrock Cliff/Vertical;Falaise rocheuse;BC;261.380678;ECCC
-14518813.48;7072844.761;12412;Boulder Beach or Bank;Plage ou berge de blocs;BC;376.66807;ECCC
-14518641.49;7071796.62;12413;Bedrock Cliff/Vertical;Falaise rocheuse;BC;434.958198;ECCC
-14517674.19;7073117.092;12414;Boulder Beach or Bank;Plage ou berge de blocs;BC;365.11371;ECCC
-14519009.83;7072232.954;12415;Bedrock Cliff/Vertical;Falaise rocheuse;BC;287.86094;ECCC
-14518950.66;7071948.722;12416;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;456.79693;ECCC
-14518782.17;7072381.256;12417;Boulder Beach or Bank;Plage ou berge de blocs;BC;253.806059;ECCC
-14518688.92;7072122.959;12418;Boulder Beach or Bank;Plage ou berge de blocs;BC;335.799079;ECCC
-14518733.61;7071531.606;12419;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;281.382812;ECCC
-14518641.22;7071546.525;12420;Boulder Beach or Bank;Plage ou berge de blocs;BC;254.416839;ECCC
-14518445.45;7071662.593;12421;Bedrock Cliff/Vertical;Falaise rocheuse;BC;437.808431;ECCC
-14518051;7072167.046;12422;Bedrock Cliff/Vertical;Falaise rocheuse;BC;490.549337;ECCC
-14518314.85;7071936.47;12423;Boulder Beach or Bank;Plage ou berge de blocs;BC;259.943205;ECCC
-14517920.99;7072544.1;12424;Boulder Beach or Bank;Plage ou berge de blocs;BC;432.609983;ECCC
-14517567.69;7072974.128;12425;Bedrock Cliff/Vertical;Falaise rocheuse;BC;818.640065;ECCC
-14517483.23;7072566.811;12426;Bedrock Cliff/Vertical;Falaise rocheuse;BC;721.708199;ECCC
-14517571.86;7071969.837;12427;Boulder Beach or Bank;Plage ou berge de blocs;BC;674.848319;ECCC
-14517374.35;7071809.004;12428;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;340.2455;ECCC
-14517048.84;7072165.305;12429;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;1314.341618;ECCC
-14517295.41;7071529.272;12430;Boulder Beach or Bank;Plage ou berge de blocs;BC;864.936125;ECCC
-14517651.91;7071078.565;12431;Bedrock Cliff/Vertical;Falaise rocheuse;BC;406.362853;ECCC
-14517663.95;7070863.808;12432;Boulder Beach or Bank;Plage ou berge de blocs;BC;252.139532;ECCC
-14517737.96;7070641.998;12433;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;376.587281;ECCC
-14517543.23;7070167.676;12434;Boulder Beach or Bank;Plage ou berge de blocs;BC;429.520702;ECCC
-14517624.47;7070441.295;12435;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;267.299634;ECCC
-14517555.81;7069826.056;12436;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;652.805538;ECCC
-14517225.04;7069874.578;12437;Boulder Beach or Bank;Plage ou berge de blocs;BC;252.459119;ECCC
-14517144.41;7069759.995;12438;Bedrock Cliff/Vertical;Falaise rocheuse;BC;252.406635;ECCC
-14516830.51;7069886.244;12439;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;569.013191;ECCC
-14516892.92;7069412.528;12440;Boulder Beach or Bank;Plage ou berge de blocs;BC;874.202119;ECCC
-14516455.27;7069954.532;12441;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;770.994321;ECCC
